S.No.,District,Assembly constituency,Mandal,Gram Panchayat,No of Wards,Male,Female,Others,Total Voters,AC No.,GP reserved for
1005,Hanumakonda,Husnabad,Bheemadevarapalle,Gandhinagar,10,797,835,0,1632,32,UR (M/W)
1006,Hanumakonda,Husnabad,Bheemadevarapalle,Gatlanarsingapoor,12,1678,1761,0,3439,32,ST (M/W)
1007,Hanumakonda,Husnabad,Bheemadevarapalle,Gollapalli,8,257,270,0,527,32,UR (M/W)
1008,Hanumakonda,Husnabad,Bheemadevarapalle,Koppur,10,1036,1126,0,2162,32,BC (M/W)
1009,Hanumakonda,Husnabad,Bheemadevarapalle,Kothakonda,10,1217,1233,0,2450,32,SC (W)
1010,Hanumakonda,Husnabad,Bheemadevarapalle,Kothapalli,12,1299,1407,0,2706,32,SC (M/W)
1011,Hanumakonda,Husnabad,Bheemadevarapalle,Mallaram,10,1171,1252,0,2423,32,UR (W)
1012,Hanumakonda,Husnabad,Bheemadevarapalle,Manikyapoor,10,584,603,0,1187,32,BC (W)
1013,Hanumakonda,Husnabad,Bheemadevarapalle,Mulkanoor,14,3713,3910,0,7623,32,UR (M/W)
1014,Hanumakonda,Husnabad,Bheemadevarapalle,Musthfapoor,10,656,688,0,1344,32,UR (W)
1015,Hanumakonda,Husnabad,Bheemadevarapalle,Mutharam,8,509,558,0,1067,32,UR (W)
1016,Hanumakonda,Husnabad,Bheemadevarapalle,Ramnagar,8,339,374,0,713,32,SC (M/W)
1017,Hanumakonda,Husnabad,Bheemadevarapalle,Rangaiahpalli,8,796,758,0,1554,32,UR (W)
1018,Hanumakonda,Husnabad,Bheemadevarapalle,Rasoolpalli,8,297,293,0,590,32,BC (M/W)
1019,Hanumakonda,Husnabad,Bheemadevarapalle,Ratnagiri,10,713,737,0,1450,32,UR (W)
1020,Hanumakonda,Husnabad,Bheemadevarapalle,Sainagar,8,241,252,0,493,32,BC (M/W)
1021,Hanumakonda,Husnabad,Bheemadevarapalle,Vangara,12,1335,1402,0,2737,32,SC (W)
1022,Hanumakonda,Husnabad,Bheemadevarapalle,Veerabhadra Nagar,6,192,197,0,389,32,ST (M/W)
1023,Hanumakonda,Husnabad,Bheemadevarapalle,Veerlagadda Thanda,6,275,244,0,519,32,UR (W)
1024,Hanumakonda,Husnabad,Bheemadevarapalle,Vishwanadha Colony,8,187,213,0,400,32,UR (M/W)
1025,Hanumakonda,Husnabad,Elkathurthi,Arepally,6,130,143,0,273,32,UR (W)
1026,Hanumakonda,Husnabad,Elkathurthi,Baopet,10,940,985,0,1925,32,BC (M/W)
1027,Hanumakonda,Husnabad,Elkathurthi,Chinthalapalli,10,503,557,0,1060,32,SC (M/W)
1028,Hanumakonda,Husnabad,Elkathurthi,Damera,14,2177,2303,0,4480,32,SC (W)
1029,Hanumakonda,Husnabad,Elkathurthi,Dandepalli,12,1272,1348,0,2620,32,SC (M/W)
1030,Hanumakonda,Husnabad,Elkathurthi,Elkathurthi,12,1656,1820,0,3476,32,SC (W)
1031,Hanumakonda,Husnabad,Elkathurthi,Gopalpur,10,1229,1279,0,2508,32,SC (W)
1032,Hanumakonda,Husnabad,Elkathurthi,Gunturpally,6,196,193,0,389,32,UR (M/W)
1033,Hanumakonda,Husnabad,Elkathurthi,Indira Nagar,4,195,209,0,404,32,UR (M/W)
1034,Hanumakonda,Husnabad,Elkathurthi,Jagannadhapur,8,542,547,0,1089,32,UR (M/W)
1035,Hanumakonda,Husnabad,Elkathurthi,Jeelugula,10,810,838,0,1648,32,BC (W)
1036,Hanumakonda,Husnabad,Elkathurthi,Keshavapur,12,1308,1415,0,2723,32,UR (M/W)
1037,Hanumakonda,Husnabad,Elkathurthi,Kothulanaduma,8,590,616,0,1206,32,SC (M/W)
1038,Hanumakonda,Husnabad,Elkathurthi,Penchikalpet,10,888,901,0,1789,32,UR (W)
1039,Hanumakonda,Husnabad,Elkathurthi,Ramakrishnapur,6,156,143,0,299,32,BC (M/W)
1040,Hanumakonda,Husnabad,Elkathurthi,Shanthi Nagar,4,86,101,0,187,32,UR (W)
1041,Hanumakonda,Husnabad,Elkathurthi,Suraram,12,1351,1333,0,2684,32,BC (W)
1042,Hanumakonda,Husnabad,Elkathurthi,Thimmapur,8,632,660,0,1292,32,UR (W)
1043,Hanumakonda,Husnabad,Elkathurthi,Valbhapur,10,697,729,0,1426,32,UR (W)
1044,Hanumakonda,Husnabad,Elkathurthi,Veeranarayanapur,8,482,530,1,1013,32,UR (M/W)
1045,Hanumakonda,Huzurabad,Kamalapur,Ambala,12,1518,1641,0,3159,31,SC (M/W)
1046,Hanumakonda,Huzurabad,Kamalapur,Bheempalli,12,1338,1386,0,2724,31,BC (M/W)
1047,Hanumakonda,Huzurabad,Kamalapur,Deshrajpalli,10,732,748,0,1480,31,UR (W)
1048,Hanumakonda,Huzurabad,Kamalapur,Gopalpur,8,657,683,0,1340,31,UR (W)
1049,Hanumakonda,Huzurabad,Kamalapur,Guduru,12,1652,1722,0,3374,31,SC (W)
1050,Hanumakonda,Huzurabad,Kamalapur,Gunded,10,843,871,0,1714,31,UR (W)
1051,Hanumakonda,Huzurabad,Kamalapur,Guniparthy,8,576,669,0,1245,31,UR (W)
1052,Hanumakonda,Huzurabad,Kamalapur,Kamalapur,16,4677,5077,0,9754,31,BC (M/W)
1053,Hanumakonda,Huzurabad,Kamalapur,Kaniparthy,10,838,863,0,1701,31,UR (M/W)
1054,Hanumakonda,Huzurabad,Kamalapur,Kannur,10,1279,1361,0,2640,31,UR (W)
1055,Hanumakonda,Huzurabad,Kamalapur,Kothapalli (Venkateshwarlapally),8,240,266,0,506,31,UR (M/W)
1056,Hanumakonda,Huzurabad,Kamalapur,Laxmipur,6,161,173,0,334,31,UR (M/W)
1057,Hanumakonda,Huzurabad,Kamalapur,Madannapet,10,907,916,0,1823,31,BC (M/W)
1058,Hanumakonda,Huzurabad,Kamalapur,Marripalli,8,295,307,0,602,31,SC (M/W)
1059,Hanumakonda,Huzurabad,Kamalapur,Marripalligudem,12,1797,1875,0,3672,31,BC (W)
1060,Hanumakonda,Huzurabad,Kamalapur,Nerella,10,781,756,0,1537,31,SC (M/W)
1061,Hanumakonda,Huzurabad,Kamalapur,Pangidipalli,10,815,842,0,1657,31,UR (W)
1062,Hanumakonda,Huzurabad,Kamalapur,Sanigaram,12,1647,1733,0,3380,31,BC (M/W)
1063,Hanumakonda,Huzurabad,Kamalapur,Shambunipalli,8,679,680,0,1359,31,BC (W)
1064,Hanumakonda,Huzurabad,Kamalapur,Sriramulapalli,10,994,1075,0,2069,31,BC (W)
1065,Hanumakonda,Huzurabad,Kamalapur,Uppal,14,2669,2845,0,5514,31,SC (W)
1066,Hanumakonda,Huzurabad,Kamalapur,Uppalapally,8,258,299,0,557,31,UR (M/W)
1067,Hanumakonda,Huzurabad,Kamalapur,Vangapalli,12,1358,1476,0,2834,31,UR (M/W)
1068,Hanumakonda,Huzurabad,Kamalapur,Venkateshwarlapally,10,686,684,0,1370,31,UR (M/W)
1069,Hanumakonda,Parkal,Athmakur,Agrampahad,8,590,631,0,1221,104,UR (M/W)
1070,Hanumakonda,Parkal,Athmakur,Akkampet,12,1475,1531,0,3006,104,BC (M/W)
1071,Hanumakonda,Parkal,Athmakur,Athmakur,14,2735,3041,0,5776,104,BC (W)
1072,Hanumakonda,Parkal,Athmakur,Choudla Palle,10,838,873,0,1711,104,BC (M/W)
1073,Hanumakonda,Parkal,Athmakur,Gudepahad,10,819,884,0,1703,104,SC (M/W)
1074,Hanumakonda,Parkal,Athmakur,House Buzurg,8,587,606,0,1193,104,UR (M/W)
1075,Hanumakonda,Parkal,Athmakur,Kamaram,8,542,549,0,1091,104,UR (W)
1076,Hanumakonda,Parkal,Athmakur,Katakshapur,8,386,419,0,805,104,BC (W)
1077,Hanumakonda,Parkal,Athmakur,Kothagattu,8,237,282,0,519,104,SC (W)
1078,Hanumakonda,Parkal,Athmakur,Lingamadugupally,8,311,309,0,620,104,UR (M/W)
1079,Hanumakonda,Parkal,Athmakur,Malakpet,8,405,456,0,861,104,UR (W)
1080,Hanumakonda,Parkal,Athmakur,Nagaiahpalle,8,244,245,0,489,104,UR (M/W)
1081,Hanumakonda,Parkal,Athmakur,Neerukulla,12,1795,1891,0,3686,104,UR (W)
1082,Hanumakonda,Parkal,Athmakur,Peddapur,12,1480,1593,0,3073,104,SC (M/W)
1083,Hanumakonda,Parkal,Athmakur,Penchikalpet,10,1081,1140,0,2221,104,SC (W)
1084,Hanumakonda,Parkal,Athmakur,Thirumalagiri,8,209,232,0,441,104,UR (W)
1085,Hanumakonda,Parkal,Damera,Damera,12,1753,1966,0,3719,104,SC (W)
1086,Hanumakonda,Parkal,Damera,Dammannapet,8,292,322,0,614,104,BC (M/W)
1087,Hanumakonda,Parkal,Damera,Durgampet,8,339,395,0,734,104,BC (M/W)
1088,Hanumakonda,Parkal,Damera,Kogilvai,10,1006,1060,0,2066,104,SC (W)
1089,Hanumakonda,Parkal,Damera,Lyadalla,10,996,1036,0,2032,104,UR (M/W)
1090,Hanumakonda,Parkal,Damera,Mustyalpalle,8,562,571,0,1133,104,UR (W)
1091,Hanumakonda,Parkal,Damera,Oglapur,10,408,453,0,861,104,UR (M/W)
1092,Hanumakonda,Parkal,Damera,Oorugonda,12,1429,1609,0,3038,104,SC (M/W)
1093,Hanumakonda,Parkal,Damera,Pasaragonda,10,976,1006,0,1982,104,BC (W)
1094,Hanumakonda,Parkal,Damera,Pulukurthy,12,1225,1267,0,2492,104,UR (W)
1095,Hanumakonda,Parkal,Damera,Seetharampuram,8,261,272,0,533,104,UR (M/W)
1096,Hanumakonda,Parkal,Damera,Singarajupalli,8,574,576,0,1150,104,SC (M/W)
1097,Hanumakonda,Parkal,Damera,Takkallapahad,8,495,512,0,1007,104,UR (W)
1098,Hanumakonda,Parkal,Damera,Venkatapur,8,253,269,0,522,104,UR (M/W)
1099,Hanumakonda,Parkal,Nadikuda,Cherlapally,12,1407,1516,0,2923,104,BC (W)
1100,Hanumakonda,Parkal,Nadikuda,Choutparthy,10,725,767,0,1492,104,UR (W)
1101,Hanumakonda,Parkal,Nadikuda,Dharmaram,8,473,510,0,983,104,BC (M/W)
1102,Hanumakonda,Parkal,Nadikuda,Kantathmakur,10,1259,1338,0,2597,104,UR (M/W)
1103,Hanumakonda,Parkal,Nadikuda,Kowkonda,10,786,831,0,1617,104,UR (W)
1104,Hanumakonda,Parkal,Nadikuda,Mustyalapally,8,513,507,0,1020,104,UR (M/W)
1105,Hanumakonda,Parkal,Nadikuda,Nadikuda,12,1528,1600,0,3128,104,BC (M/W)
1106,Hanumakonda,Parkal,Nadikuda,Narlapur,10,914,954,0,1868,104,BC (M/W)
1107,Hanumakonda,Parkal,Nadikuda,Narsakkapally,10,1110,1194,0,2304,104,SC (W)
1108,Hanumakonda,Parkal,Nadikuda,Puligilla,10,1019,1128,0,2147,104,SC (W)
1109,Hanumakonda,Parkal,Nadikuda,Raiparthy,10,1242,1253,0,2495,104,SC (M/W)
1110,Hanumakonda,Parkal,Nadikuda,Ramakishtapur,8,526,557,0,1083,104,UR (W)
1111,Hanumakonda,Parkal,Nadikuda,Sarvapur,8,235,252,0,487,104,UR (M/W)
1112,Hanumakonda,Parkal,Nadikuda,Varikole,12,1611,1730,0,3341,104,SC (M/W)
1113,Hanumakonda,Parkal,Parkal,Aliyabad,6,257,268,0,525,104,UR (M/W)
1114,Hanumakonda,Parkal,Parkal,Hybothpally,8,304,310,0,614,104,UR (M/W)
1115,Hanumakonda,Parkal,Parkal,Kamareddypally,10,685,727,0,1412,104,UR (W)
1116,Hanumakonda,Parkal,Parkal,Laxmipuram,10,796,782,0,1578,104,UR (W)
1117,Hanumakonda,Parkal,Parkal,Mallakpet,10,704,751,0,1455,104,SC (W)
1118,Hanumakonda,Parkal,Parkal,Nagaram,12,1555,1732,0,3287,104,BC (W)
1119,Hanumakonda,Parkal,Parkal,Paidipally,8,252,276,0,528,104,SC (M/W)
1120,Hanumakonda,Parkal,Parkal,Pocharam,10,895,960,0,1855,104,BC (M/W)
1121,Hanumakonda,Parkal,Parkal,Vellampally,12,1393,1488,0,2881,104,SC (M/W)
1122,Hanumakonda,Parkal,Parkal,Venkatapur,8,471,496,0,967,104,UR (M/W)
1123,Hanumakonda,Waradhanapet,Hasanparthy,Ananthasagar,10,923,955,0,1878,107,SC (W)
1124,Hanumakonda,Waradhanapet,Hasanparthy,Arvapally,8,610,639,0,1249,107,BC (M/W)
1125,Hanumakonda,Waradhanapet,Hasanparthy,Bironpally,10,668,708,0,1376,107,BC (M/W)
1126,Hanumakonda,Waradhanapet,Hasanparthy,Gunturpally,8,332,381,0,713,107,UR (M/W)
1127,Hanumakonda,Waradhanapet,Hasanparthy,Hcn Thanda,8,229,218,0,447,107,ST (M/W)
1128,Hanumakonda,Waradhanapet,Hasanparthy,Jaigiri,10,1091,1076,0,2167,107,UR (M/W)
1129,Hanumakonda,Waradhanapet,Hasanparthy,Kothapally,6,326,355,0,681,107,SC (M/W)
1130,Hanumakonda,Waradhanapet,Hasanparthy,Madipally,10,1049,1121,0,2170,107,BC (M/W)
1131,Hanumakonda,Waradhanapet,Hasanparthy,Mallareddipally,10,889,870,0,1759,107,UR (W)
1132,Hanumakonda,Waradhanapet,Hasanparthy,Nagaram,12,1687,1781,0,3468,107,UR (W)
1133,Hanumakonda,Waradhanapet,Hasanparthy,Pembarthy,10,735,797,0,1532,107,UR (M/W)
1134,Hanumakonda,Waradhanapet,Hasanparthy,Seethampeta,10,1210,1237,0,2447,107,UR (W)
1135,Hanumakonda,Waradhanapet,Hasanparthy,Seethanagaram,8,372,408,0,780,107,BC (W)
1136,Hanumakonda,Waradhanapet,Hasanparthy,Siddapur,10,1042,1078,1,2121,107,SC (M/W)
1137,Hanumakonda,Waradhanapet,Hasanparthy,Sudanpally,8,458,484,0,942,107,SC (W)
1138,Hanumakonda,Waradhanapet,Inavole,Garimallapalli,10,1046,1084,0,2130,99,SC (M/W)
1139,Hanumakonda,Waradhanapet,Inavole,Inavole,14,2092,2245,0,4337,107,UR (M/W)
1140,Hanumakonda,Waradhanapet,Inavole,Kakkiralapally,10,1134,1171,0,2305,107,UR (W)
1141,Hanumakonda,Waradhanapet,Inavole,Kondaparthy,12,1739,1831,1,3571,107,UR (M/W)
1142,Hanumakonda,Waradhanapet,Inavole,Lingamarigudem,8,233,232,0,465,107,BC (M/W)
1143,Hanumakonda,Waradhanapet,Inavole,Mulkalagudem,8,681,660,0,1341,107,UR (W)
1144,Hanumakonda,Waradhanapet,Inavole,Nandanam,12,1374,1447,0,2821,107,UR (M/W)
1145,Hanumakonda,Waradhanapet,Inavole,Narsimhulagudem,8,436,465,0,901,107,UR (M/W)
1146,Hanumakonda,Waradhanapet,Inavole,Ontimamidipally,10,1000,1019,0,2019,107,BC (W)
1147,Hanumakonda,Waradhanapet,Inavole,Panthini,12,1592,1665,0,3257,107,UR (M/W)
1148,Hanumakonda,Waradhanapet,Inavole,Perumandla Gudem,8,451,464,0,915,107,SC (M/W)
1149,Hanumakonda,Waradhanapet,Inavole,Punnelu,12,1517,1636,0,3153,107,BC (M/W)
1150,Hanumakonda,Waradhanapet,Inavole,Ramnagar,8,425,415,0,840,107,SC (W)
1151,Hanumakonda,Waradhanapet,Inavole,Reddypalem,8,264,284,0,548,107,UR (W)
1152,Hanumakonda,Waradhanapet,Inavole,Uduthagudem,8,250,244,0,494,107,UR (W)
1153,Hanumakonda,Waradhanapet,Inavole,Vanamalakanaparthy,10,813,879,0,1692,107,SC (M/W)
1154,Hanumakonda,Waradhanapet,Inavole,Venkatapur,12,1808,1892,0,3700,99,SC (M/W)
1155,Jagtial,Choppadandi,Kodimial,Apparaopeta,8,383,405,0,788,27,BC (W)
1156,Jagtial,Choppadandi,Kodimial,Cheppial,12,1350,1433,0,2783,27,UR (W)
1157,Jagtial,Choppadandi,Kodimial,Chinthalapalli,8,217,228,0,445,27,BC (W)
1158,Jagtial,Choppadandi,Kodimial,Dabbuthimmaipalli,8,538,597,0,1135,27,UR (W)
1159,Jagtial,Choppadandi,Kodimial,Dammaiahpeta,8,356,379,0,735,27,UR (W)
1160,Jagtial,Choppadandi,Kodimial,Gangaram Thanda,8,278,311,0,589,27,ST (M/W)
1161,Jagtial,Choppadandi,Kodimial,Gourapur,8,344,360,0,704,27,UR (M/W)
1162,Jagtial,Choppadandi,Kodimial,Himmthraopet,8,574,620,0,1194,27,BC (W)
1163,Jagtial,Choppadandi,Kodimial,Kodimial,14,3687,3922,0,7609,27,UR (M/W)
1164,Jagtial,Choppadandi,Kodimial,Konapur,8,502,537,0,1039,27,BC (M/W)
1165,Jagtial,Choppadandi,Kodimial,Kondapur,8,454,481,0,935,27,UR (W)
1166,Jagtial,Choppadandi,Kodimial,Nachupally,12,1960,2080,0,4040,27,SC (W)
1167,Jagtial,Choppadandi,Kodimial,Nallagonda,10,678,734,0,1412,27,UR (W)
1168,Jagtial,Choppadandi,Kodimial,Namilikonda,10,1125,1209,0,2334,27,BC (M/W)
1169,Jagtial,Choppadandi,Kodimial,Narsimhulapalli,6,246,269,0,515,27,SC (W)
1170,Jagtial,Choppadandi,Kodimial,Poodur,12,2092,2281,0,4373,27,UR (M/W)
1171,Jagtial,Choppadandi,Kodimial,Ramakistapur,10,732,808,0,1540,27,SC (M/W)
1172,Jagtial,Choppadandi,Kodimial,Ramsagar,8,207,227,0,434,27,UR (M/W)
1173,Jagtial,Choppadandi,Kodimial,Shanivarampeta,6,195,191,0,386,27,BC (M/W)
1174,Jagtial,Choppadandi,Kodimial,Sriramulapally,8,444,477,0,921,27,UR (M/W)
1175,Jagtial,Choppadandi,Kodimial,Surampeta,8,261,304,0,565,27,SC (M/W)
1176,Jagtial,Choppadandi,Kodimial,Thippaipalli,10,889,926,0,1815,27,UR (M/W)
1177,Jagtial,Choppadandi,Kodimial,Thirumalapur,10,795,838,0,1633,27,SC (M/W)
1178,Jagtial,Choppadandi,Kodimial,Turkakashinagar,8,261,237,0,498,27,UR (W)
1179,Jagtial,Choppadandi,Malial,Balwanthapur,10,847,885,0,1732,27,SC (W)
1180,Jagtial,Choppadandi,Malial,Gollapally,8,234,290,0,524,27,UR (M/W)
1181,Jagtial,Choppadandi,Malial,Gorregundam,4,130,131,0,261,27,UR (W)
1182,Jagtial,Choppadandi,Malial,Gudipeta,6,208,210,0,418,27,UR (W)
1183,Jagtial,Choppadandi,Malial,Lambadipally,10,936,1003,0,1939,27,UR (W)
1184,Jagtial,Choppadandi,Malial,Maddutla,10,908,1020,0,1928,27,BC (M/W)
1185,Jagtial,Choppadandi,Malial,Mallial,16,4721,5257,0,9978,27,BC (W)
1186,Jagtial,Choppadandi,Malial,Manala,10,830,888,0,1718,27,UR (M/W)
1187,Jagtial,Choppadandi,Malial,Muthyampeta,12,1762,1984,0,3746,27,BC (M/W)
1188,Jagtial,Choppadandi,Malial,Myadampally,10,856,958,1,1815,27,SC (M/W)
1189,Jagtial,Choppadandi,Malial,Nookapally,10,730,794,0,1524,27,UR (M/W)
1190,Jagtial,Choppadandi,Malial,Obulapur,10,646,776,0,1422,27,SC (M/W)
1191,Jagtial,Choppadandi,Malial,Potharam,10,1089,1206,0,2295,27,UR (W)
1192,Jagtial,Choppadandi,Malial,Rajaram,10,604,698,1,1303,27,UR (M/W)
1193,Jagtial,Choppadandi,Malial,Ramannapet,10,950,1035,0,1985,27,BC (M/W)
1194,Jagtial,Choppadandi,Malial,Rampur,10,872,980,0,1852,27,UR (W)
1195,Jagtial,Choppadandi,Malial,Sarvapur,8,548,592,0,1140,27,UR (M/W)
1196,Jagtial,Choppadandi,Malial,Thakkallapally,10,1082,1136,0,2218,27,BC (W)
1197,Jagtial,Choppadandi,Malial,Thatipally,12,1197,1312,0,2509,27,SC (W)
1198,Jagtial,Dharmapuri,Buggaram,Buggaram,12,1694,1816,0,3510,22,SC (M/W)
1199,Jagtial,Dharmapuri,Buggaram,Chandaiahpalle,6,127,123,0,250,22,BC (M/W)
1200,Jagtial,Dharmapuri,Buggaram,Chinnapoor,8,535,560,0,1095,22,UR (W)
1201,Jagtial,Dharmapuri,Buggaram,Gangapur,8,422,480,0,902,22,BC (M/W)
1202,Jagtial,Dharmapuri,Buggaram,Gopulapur-Chirvanchakota,12,1179,1269,0,2448,22,UR (M/W)
1203,Jagtial,Dharmapuri,Buggaram,Maddunoor,10,1062,1120,0,2182,22,BC (W)
1204,Jagtial,Dharmapuri,Buggaram,Shekella,10,732,789,0,1521,22,UR (M/W)
1205,Jagtial,Dharmapuri,Buggaram,Sirikonda,10,735,734,0,1469,22,UR (M/W)
1206,Jagtial,Dharmapuri,Buggaram,Velgonda,12,1289,1333,0,2622,22,UR (W)
1207,Jagtial,Dharmapuri,Buggaram,Yaswantharaopet,8,648,700,0,1348,22,SC (W)
1208,Jagtial,Dharmapuri,Dharmapuri,Aksaipally,6,132,153,0,285,22,ST (M/W)
1209,Jagtial,Dharmapuri,Dharmapuri,Arepelly,10,659,688,0,1347,22,UR (M/W)
1210,Jagtial,Dharmapuri,Dharmapuri,BodariNakkala Cheruvu Gudem,6,94,102,0,196,22,ST (M/W)
1211,Jagtial,Dharmapuri,Dharmapuri,Buddeshpally,8,286,292,0,578,22,BC (W)
1212,Jagtial,Dharmapuri,Dharmapuri,Burgupally,8,367,375,0,742,22,UR (W)
1213,Jagtial,Dharmapuri,Dharmapuri,Dhammannapet,10,1043,1130,0,2173,22,BC (W)
1214,Jagtial,Dharmapuri,Dharmapuri,Donoor,10,993,1008,1,2002,22,SC (M/W)
1215,Jagtial,Dharmapuri,Dharmapuri,Donthapur,12,1469,1591,0,3060,22,SC (W)
1216,Jagtial,Dharmapuri,Dharmapuri,Dubbala Gudem,4,147,146,0,293,22,ST (W)
1217,Jagtial,Dharmapuri,Dharmapuri,Gadepelly,8,234,298,0,532,22,UR (M/W)
1218,Jagtial,Dharmapuri,Dharmapuri,Govindhupalli,8,433,452,0,885,22,UR (W)
1219,Jagtial,Dharmapuri,Dharmapuri,Jaina,12,1519,1579,0,3098,22,SC (W)
1220,Jagtial,Dharmapuri,Dharmapuri,Kamalapoor,10,845,857,0,1702,22,BC (M/W)
1221,Jagtial,Dharmapuri,Dharmapuri,Kosunurpally,8,415,458,0,873,22,UR (W)
1222,Jagtial,Dharmapuri,Dharmapuri,Maggidi Yedapally,8,338,358,0,696,22,UR (W)
1223,Jagtial,Dharmapuri,Dharmapuri,Nagaram,8,442,466,0,908,22,SC (M/W)
1224,Jagtial,Dharmapuri,Dharmapuri,Narsaiahpally,8,231,240,0,471,22,BC (M/W)
1225,Jagtial,Dharmapuri,Dharmapuri,Nerella,12,1311,1375,0,2686,22,BC (M/W)
1226,Jagtial,Dharmapuri,Dharmapuri,PeddaNakkalapeta,12,1449,1515,0,2964,22,SC (W)
1227,Jagtial,Dharmapuri,Dharmapuri,Rajaram,10,1028,1129,0,2157,22,BC (M/W)
1228,Jagtial,Dharmapuri,Dharmapuri,Ramaiahpally,8,415,448,0,863,22,UR (M/W)
1229,Jagtial,Dharmapuri,Dharmapuri,Rayapatnam,10,904,996,0,1900,22,UR (M/W)
1230,Jagtial,Dharmapuri,Dharmapuri,Theegaladharmaram,8,475,527,0,1002,22,BC (M/W)
1231,Jagtial,Dharmapuri,Dharmapuri,Thimmapur,10,967,1021,0,1988,22,UR (W)
1232,Jagtial,Dharmapuri,Dharmapuri,Thummenala,10,974,1014,0,1988,22,SC (M/W)
1233,Jagtial,Dharmapuri,Endapelli,Ambaripet,10,904,952,0,1856,22,SC (M/W)
1234,Jagtial,Dharmapuri,Endapelli,Charlapalli,10,661,710,1,1372,22,BC (W)
1235,Jagtial,Dharmapuri,Endapelli,Endapalli,12,1544,1617,0,3161,22,UR (W)
1236,Jagtial,Dharmapuri,Endapelli,Godishelapet,10,1047,1077,0,2124,22,UR (W)
1237,Jagtial,Dharmapuri,Endapelli,Gullakota,12,1416,1514,0,2930,22,BC (M/W)
1238,Jagtial,Dharmapuri,Endapelli,Kondapur,10,854,927,0,1781,22,UR (W)
1239,Jagtial,Dharmapuri,Endapelli,Kothapet,10,1265,1355,0,2620,22,UR (M/W)
1240,Jagtial,Dharmapuri,Endapelli,Maredupalli,8,569,570,0,1139,22,UR (W)
1241,Jagtial,Dharmapuri,Endapelli,Munjampalli,8,577,590,0,1167,22,UR (M/W)
1242,Jagtial,Dharmapuri,Endapelli,Padkal,8,267,291,0,558,22,SC (M/W)
1243,Jagtial,Dharmapuri,Endapelli,Pathagudur,10,1154,1152,0,2306,22,UR (M/W)
1244,Jagtial,Dharmapuri,Endapelli,Rajarampalli,10,881,857,0,1738,22,UR (M/W)
1245,Jagtial,Dharmapuri,Endapelli,Shanabanda,6,143,144,0,287,22,SC (M/W)
1246,Jagtial,Dharmapuri,Endapelli,Suraram,6,204,213,0,417,22,SC (W)
1247,Jagtial,Dharmapuri,Endapelli,Undeda,8,304,317,0,621,22,BC (W)
1248,Jagtial,Dharmapuri,Gollapalle,Abbapur,8,294,282,0,576,22,SC (M/W)
1249,Jagtial,Dharmapuri,Gollapalle,Aggimalla,10,757,838,0,1595,22,UR (W)
1250,Jagtial,Dharmapuri,Gollapalle,Athmakur,8,536,539,0,1075,22,BC (W)
1251,Jagtial,Dharmapuri,Gollapalle,B.B.Rajpalli,8,401,433,0,834,22,UR (M/W)
1252,Jagtial,Dharmapuri,Gollapalle,Bheemrajpalli,8,241,277,0,518,22,SC (W)
1253,Jagtial,Dharmapuri,Gollapalle,Bonkur,8,528,558,0,1086,22,SC (W)
1254,Jagtial,Dharmapuri,Gollapalle,Chandholi,10,861,945,0,1806,22,UR (W)
1255,Jagtial,Dharmapuri,Gollapalle,Chilvakodur,10,954,1041,0,1995,22,BC (M/W)
1256,Jagtial,Dharmapuri,Gollapalle,Dammannapet,10,682,730,0,1412,22,UR (M/W)
1257,Jagtial,Dharmapuri,Gollapalle,Dhatnoor,8,447,483,0,930,22,SC (M/W)
1258,Jagtial,Dharmapuri,Gollapalle,Gangadevipally,6,206,235,0,441,22,UR (M/W)
1259,Jagtial,Dharmapuri,Gollapalle,Gollapalli,14,2258,2444,1,4703,22,UR (W)
1260,Jagtial,Dharmapuri,Gollapalle,Govindupalli,8,522,585,0,1107,22,SC (M/W)
1261,Jagtial,Dharmapuri,Gollapalle,Gunjapadugu,8,640,636,0,1276,22,UR (M/W)
1262,Jagtial,Dharmapuri,Gollapalle,Ibrahimnagar,12,1369,1479,0,2848,22,BC (M/W)
1263,Jagtial,Dharmapuri,Gollapalle,Israj Palli,10,676,751,0,1427,22,BC (M/W)
1264,Jagtial,Dharmapuri,Gollapalle,Laxmipur,10,787,802,0,1589,22,UR (M/W)
1265,Jagtial,Dharmapuri,Gollapalle,Lothunoor,10,716,775,0,1491,22,UR (M/W)
1266,Jagtial,Dharmapuri,Gollapalle,Nandhipalli,6,173,187,0,360,22,UR (W)
1267,Jagtial,Dharmapuri,Gollapalle,Raghavapatnam,10,1199,1288,0,2487,22,BC (W)
1268,Jagtial,Dharmapuri,Gollapalle,Rangadamunipalli,8,576,562,0,1138,22,UR (W)
1269,Jagtial,Dharmapuri,Gollapalle,Rapalli,10,724,777,0,1501,22,UR (W)
1270,Jagtial,Dharmapuri,Gollapalle,Shankarraopet,8,382,411,0,793,22,BC (M/W)
1271,Jagtial,Dharmapuri,Gollapalle,Thirmalapur (M),10,779,823,0,1602,22,UR (W)
1272,Jagtial,Dharmapuri,Gollapalle,Thirumalapur (Pd),10,882,954,0,1836,22,BC (W)
1273,Jagtial,Dharmapuri,Gollapalle,Vengalapur,8,387,441,0,828,22,UR (M/W)
1274,Jagtial,Dharmapuri,Gollapalle,Vengumatla,10,1141,1263,0,2404,22,SC (W)
