S.No	RIO	State	District	Assembly Constituency	Mandal	Gram Panchayat
2883	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Choppadandi	Ragampeta
2884	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Choppadandi	Revelli	505415
2885	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Choppadandi	Rukmapur	505415
2886	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Choppadandi	Sambaiahpalli
2887	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Choppadandi	Vedurugatta
2888	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Bogampad
2889	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Buzunoor
2890	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Chinnakomatipalli
2891	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Ellandakunta
2892	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Gaddivanipalli
2893	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Kanagarthi
2894	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Laxmajipalli
2895	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Mallaial
2896	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Mallannapalli
2897	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Marrivanipalli
2898	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Patharlapalli
2899	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Rachapalli
2900	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Seethmpet
2901	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Sirsedu
2902	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Sriramulapalli
2903	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Tekurthi
2904	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Vagoddu Ramannapalli
2905	Karimnagar	Telangana	Karimnagar	Huzurabad	Ellandakunta	Vanthadupula
2906	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Achampally
2907	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Burugupally
2908	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Cherlapally(N)
2909	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Cherlapally(R)
2910	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Chinna Achampally
2911	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Gangadhara	505445
2912	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Garshakurthi
2913	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Gattubhuthkur	505445
2914	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Gopalraopally
2915	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Himmathnagar
2916	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Islampur
2917	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Kachireddypalli
2918	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Kasaram
2919	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Kondaiahpally
2920	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Kondannapally
2921	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Kurikyala
2922	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Laxmidevipally
2923	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Lingampally
2924	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Madhuranagar
2925	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Mallapur	505445
2926	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Mangapeta
2927	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Muppidinarsaiahpally
2928	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Nagireddypur
2929	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Narayanapur
2930	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Narsimhulapally
2931	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Odyaram
2932	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Rangaraopally
2933	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Ryalapally
2934	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Sarvareddypally
2935	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Thadijerry
2936	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Upparamallial
2937	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Venkampally
2938	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Gangadhara	Venkataipally
2939	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Chakalivanipally
2940	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Cheemalakuntapally
2941	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Chokkaraopally
2942	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Ganneruvaram
2943	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Gopalpur
2944	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Gundlapalli X Road
2945	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Gundlapally
2946	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Gunukula Kondapur
2947	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Hanmajipally
2948	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Jangapally
2949	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Kasimpet
2950	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Madhapur
2951	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Mylaram
2952	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Paruvella
2953	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Peechupally
2954	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Sambaiahpally
2955	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Gannervaram	Yashwada
2956	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Ambedkar Nagar
2957	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Bothalapally
2958	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Chelpur
2959	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Chinnapapaiahpally
2960	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Dharmarajupally
2961	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Jupaka
2962	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Kandugula
2963	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Kanukulagidda
2964	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Katrapally
2965	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Mandadipalli
2966	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Peddapapaiahpally
2967	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Pothireddipeta
2968	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Rajapally
2969	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Rampur	505498
2970	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Rangapur
2971	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Shalapalli-Indiranagar
2972	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Singapur
2973	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Sirsapally
2974	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Thummanapally
2975	Karimnagar	Telangana	Karimnagar	Huzurabad	Huzurabad	Venkatraopally
2976	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Ankusapoor
2977	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Bijigirshareef
2978	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Gandrapalli
2979	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Jaggaiahpalli
2980	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Korapalli
2981	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Machanapalli
2982	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Madipalli
2983	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Naagaram
2984	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Nagampet
2985	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Naguram
2986	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Papaiahapalli
2987	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Papakkapalli
2988	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Peddampalli
2989	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Saidabad
2990	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Shambunipalli
2991	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Shayampet
2992	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Thanugula
2993	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Vavilala
2994	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Venkateshwarlapally
2995	Karimnagar	Telangana	Karimnagar	Huzurabad	Jammikunta	Vilasagar
2996	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Bahadurkhanpet
2997	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Chamanapally
2998	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Chegurthi	505001
2999	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Cherlabuthkur
3000	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Dubbapalli
3001	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Elabotharam
3002	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Fakeerpet
3003	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Irukulla
3004	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Jublinagar
3005	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Mandulapalli
3006	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Mugdumpur
3007	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Nagunur
3008	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Nallaguntapalli
3009	Karimnagar	Telangana	Karimnagar	Karimnagar	Karimnagar_Rural	Taherkondapur
3010	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Asifnagar
3011	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Baddipally
3012	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Elgandal
3013	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Kamanpur
3014	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Khazipur
3015	Karimnagar	Telangana	Karimnagar	Karimnagar	Kothapalle	Nagulamallial
3016	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Annaram	505469
3017	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Banjerupalli
3018	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Chenjarla
3019	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Devampalli
3020	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Edulagattepalli
3021	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Gangipalli
3022	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Gattududdenapalli	505469
3023	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Jaggaiahpalli
3024	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Kadargudem
3025	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Kelleda
3026	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Kondapalkala
3027	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Lalithapur
3028	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Laxmipur
3029	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Lingapur	505469
3030	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Maddikunta
3031	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Manakondur	505469
3032	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Munjampalli	505469
3033	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Nijayithigudem
3034	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Pachunoor
3035	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Peddurupalli
3036	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Pochampalli
3037	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Raghavapur
3038	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Rangapeta
3039	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Shamshabad
3040	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Srinivasnagar
3041	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Utoor
3042	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Vannaram
3043	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Vegurupalli
3044	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Manakondur	Veldi	505469
3045	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Chippakurthi
3046	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Dathojipet
3047	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Deshrajpalle
3048	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Goliramaiahpalli
3049	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Gopalraopet	505531
3050	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Gundi	505531
3051	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Kistapur
3052	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Kokkerakunta
3053	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Koratpalli
3054	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Laxmipur	505531
3055	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Mothe	505531
3056	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Pandikuntapalli
3057	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Ramadugu	505531
3058	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Ramchandrapoor
3059	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Rangasaipalli
3060	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Rudraram	505531
3061	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Shanagar	505531
3062	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Sriramulapalli
3063	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Thirmalapoor
3064	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Vannaram	505451
3065	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Vedira	505451
3066	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Velichala
3067	Karimnagar	Telangana	Karimnagar	Choppadandi (SC)	Ramadugu	Venkataraopally
3068	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Ambalpur
3069	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Ambedkar Nagar
3070	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Amudalapally
3071	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Arkandla
3072	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Chinthagutta
3073	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Chinthalapally
3074	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Dharmaram
3075	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Gaddapaka
3076	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Gollapally
3077	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Gudatipalli
3078	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Ippalapally
3079	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Kachapur
3080	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Kalvala
3081	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Kannapur	505470
3082	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Karimpet
3083	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Keshavapatnam
3084	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Kothagattu
3085	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Lingapur
3086	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Maktha
3087	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Metpally
3088	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Molangur
3089	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Mutharam
3090	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Nallavankayapalli
3091	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Rajapur
3092	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Thadikal
3093	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Vankayagudem
3094	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Shankarapatnam	Yeradapally
3095	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Balaiahpalli
3096	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Gollapalli
3097	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Indiranagar
3098	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Jugundla
3099	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Kothapalli	505481
3100	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Laxmidevipalli
3101	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Mahatma Nagar
3102	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Maktapali
3103	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Mallapur	505469
3104	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Mannempalli	505469
3105	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Mogilipalem
3106	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Nallagonda	505481
3107	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Narsingapur
3108	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Nedunur	505530
3109	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Nusthulapur
3110	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Parlapalli	505469
3111	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Polampalli	505469
3112	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Porandla	505469
3113	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Ramakrishna Colony
3114	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Ramhanmannagar
3115	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Renikunta	505530
3116	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Thimmapur	505527
3117	Karimnagar	Telangana	Karimnagar	Manakondur (SC)	Thimmapur	Vachunur	505530
3118	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Akunur
3119	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Ammanagurthi
3120	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Arepalli
3121	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Bommakal
3122	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Duddenapally
3123	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Eklaspur
3124	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Elabotharam
3125	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Ellampally
3126	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Garrepally
3127	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Ghanpur
3128	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Godishala
3129	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Gollagudem
3130	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Gujjulapally
3131	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Gundlapalli
3132	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Jagiripally
3133	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Lasmannapalli
3134	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Nallaniramaiahpalli
3135	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Perkapally
3136	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Raikal
3137	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Raikal Thanda
3138	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Ramulapally
3139	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Saidapur
3140	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Sarvaipet
3141	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Somaram
3142	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Venkateshwarlapalli
3143	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Venkepally
3144	Karimnagar	Telangana	Karimnagar	Husnabad	V_Saidapur	Vennampally
3145	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Bethigal
3146	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Bonthupally
3147	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Bramhanapally
3148	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Challur
3149	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Deshaipalli
3150	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Elabaka
3151	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Gangaram
3152	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Ghanmukla
3153	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Himmathnagar
3154	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Ippalapally
3155	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Kanaparthi
3156	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Kistampet
3157	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Kondapaka
3158	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Korkal
3159	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Lasmakkapally
3160	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Mallannapally
3161	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Mallareddipally
3162	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Mamidalapally
3163	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Narsimhulapally
3164	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Narsingapur
3165	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Pothireddipally
3166	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Ramakrishnapur
3167	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Reddipally
3168	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Sriramulapeta
3169	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Valbhapur
3170	Karimnagar	Telangana	Karimnagar	Huzurabad	Veenavanka	Veenavanka
3171	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Ada	504293
3172	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Ada Dasnapur
3173	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Ankusapur
3174	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Appapally
3175	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Babapur	504293
3176	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Buruguda
3177	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Chilatiguda
3178	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Chirrakunta	504294
3179	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Chorpalli (Bheempur)
3180	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Edulawada
3181	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Govindapur
3182	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Gundi	504293
3183	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Kosara
3184	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Koutaguda
3185	Adilabad	Telangana	Komaram Bheem	Asifabad (ST)	Asifabad	Malangondi
